user_id	items
1521	1754026,1361782,1472619,1316429,742670,2013185,492792,2735098,2545172,2308983,2501108,1022240,1066587,245513,1787796,625475,2165716,1270303,1610551,2179197,1472753,1881678,1476998,865213,1921368,1872827,2521748,1095082,41313,355228,2115471,2264175,2182592,931702,2335689,2658798,2749683,1815695,2477347,1190157,52552,796235,2018679,695892,2741405,978158,1967838,955768,2084438,578232,1094345,2412774,881095,2131442,2104259,2624589,2132764,282637,1585646,2283284,640367,1641856,1935916,739198,1406928,2830931,597546,2114238,2642992,2522112,2772718,1699854,1786678,2415711,1052870,631475,1452321,1395630,2037855,688519,1244061,359965,2325314,498489,1790886,1221231,990627,2787338,2140344,367671,2255260,2744560,1033493,675129,1447954,1816838,2494452,27517,2317125,2359388,2042528,1083086,2557886,44498,2629323,1472545,1021698,203774,1874223,1160672,2082866,493284,2006857,1970405,1778572,1578182,449614,390755,630859,713671,2697647,2376827,2199607,1608944,1479138,2444197,569987,1548539,204608,2313407,2743085,971104,608581,2453698,419718,2330918,2297394,1537716,211719,1845978,2756646,1343245,1353411,768138,697333,2446782,2008639,1048506,2622187,841703,2607429,524613,1875667,2712154,1677791
1570	228799,343733,676886,1258303,439750,1717385,1633966,934687,2818748,1498555,2819426,1663612,1606984,2301776,668231,2471510,753552,214127,2284995,1486201,1455352,1115250,2109924,502367,414234,2758306,1028764,2293865,2112646,494853,60775,1122403,2618211,1274459,1129587,2363185,355467,960013,350300,2101686,2331984,2535955,2025105,1798099,1505534,860655,999717,282799,1152607,2714807,540978,1640636,2124077,1155816,1203782,1946950,2364918,2326501,924739,1686060,1801435,485432,2750093,1543686,1941964,193943,1635434,2415699,41784,1212827,748671,1830867,328888,1946544,2114198,1426984,1145694,2745287,2014979,2750327,2334305,82373,1123522,1827292,1704929,2086673,1337017,2119386,2174021,2457401,354781,2289217,2361262,2294883,1192239,2527524,2293173,1087413,158473,687319,1160080,1875749,580555,2609355,1299808,2025821,1251501,437731,561231,2597331,1998121,1198097,1875699,2723974,2672601,2469302,2593396,1974118,792862,2154825,2781362,2771163,2633391,1200563,1808673,677324,331507,387869,1535109,587731,1650544,1130730,2171853,970366,2623640,1430582,2555727
1599	2704511,740619,640635,804913,2394504,1683468,1571948,2584167,2155905,1096690,25081,762355,2044395
1621	1475345,2553883,1754028,441284,1391837,2775708,2632950,2110265,952525,1015156,2144574,551824,518027,653008,1101144,1993954,2634998,399365,468070,2583611,1125536,1947641,2093466,2494180,1658107,2712449,228799,2286459,896357,2539061,2008892,2520439,2190108,2682376,240780,2169816,2189615,1283855,2172176,1485168,1083508,1579490,1866671,2090569,1094345,644674,2438813,17062,545537,2131442,1058429,126957,2132760,771755,1300177,121671,1844862,1884809,2061126,183813,392128,262495,418685,2643205,684452,2265827,577701,2589957,2300207,355104,565761,739107,1820236,165557,2721939,2339958,254363,2490063,1184442,1355739,3220,1111148,2564696,72535,2398985,2722284,1386879,347889,2149404,799912,1935344,2650127,2307526,1427833,2512075,843892,1299366,1752358,557207,2785678,476722,2584256,1908959,2799334,1438099,970074,2521255,2433710,1585774,937642,2065720,2413393,1275194,1481922,728215,2414494,1110617,2786247,225948,2354915,595877,173566,430988,1866614,2813646,1080986,2763712,785930,1277375,2212170,2076648,1646205,96793,2690422,1182958,2672787,1876867,183167,840456,1385392,899535,180719,2501605,1224760,995143,1107670,2744775,620647,2361501,2298234,732563,2513223,122660,162125
1648	1645009,419469,2529652,2296420,2662010,1055552,611539,1663169,333189,1646311,574,106300,1601182,1769936,1632437,344866,1878119,1099904,81091,652935,2156181,1891012,2140196,1202630,524945,1961182,1790536,2517485,163925,2384173,1057604,1322746,1703628,2269981,1783101,1023043,302719,905356,1871934,1151479,934906,630380,1866764,1655061,2749217,2541448,1131149,2554910,2062401,842622,372654,377652,1187242,1549281,737640,926856,2688011,48745,1727489,1481640,683757,2414910,434845,1069646,1402599,2829475,1564894,840527,1795745,2232612,2056394,1429240,251711,1805564,537147,2833643,2685266,1594285,958553,1382185,789699,1104882,1555461,1602656,1476095,2432419,1168837,69103,1730487,1629568,1468552,1461432,443381,728834,53621,2150048,2569927,441793,1718506,1066723,2704553,1112441,2413675,1636233,2314914,2433059,614981,469702,2418082,2324748,2238659,325972,325978,2488569,1620358,1075022,36863,1637070,690066,2025381,2617450,1023160,1810064,238345,1542600,423636,2182037,1139278,1570655,156355,1377726,1612020,742302,1039783,1420018,1552435,1933441,2571854,697678,373455,305193,2393868,720299,1594233,1901830,641383,1297500,269945,1245837,1460076,1123270,1666435,395306,137013,6242,1291468,1685910,68075,1982862,2142685,2405542,422504,2216770,2511457,2590141,744843,354037,2618329,772568,1247011,2780038,2476024,2065619,848552,1464342,1866763,1846642,1658686,1711298,940274,923508,2527524,756201
1686	1622899,2181615,511770,1655804,2618861,2538585,1785256,489151,2529027,349762,371641,678435,257836,10437,203016,1179122,2812872,1387107,169668,1344752,230961,963597,337319,844452,385708,1129536,2594641,1861185,2034935,1746560,2068291,2130056,1859532,133604,235914,983341,1953501,62796,1390127,209084,2479671,175463
1703	2219168,1158959,1280248,231847,2559231,1571713,1565953,2779959,2425730,658836,2364385,1941762,2396453,2495798,2320839,833526,1140998,1010186,341989,1712376,2690147,1354695,1031106,1457629,1183472,1523462,1214056,286333,975447,1205917,1535744,1082332,687009,1580561,732718,2718620,1020501,719923,1649348,665881,1080251,1038682,394848,2573261,920981,2475636,708008,572426,2187307,2060246,2701723,557422,2532104,1153396,1331437,175846,1880155,1012153,2325707,1106649,704862,534926,1232558,624308,868791,1087419,1459811,1243938,1763797,1110310,1136243,543108,2008963,2092138,2528379,1764006,2610095,2759789,370858,144818,2374446,2043938,1007720,2541293,1061864,247125,2195458,2558456,683225,1309734,332228,2779130,1465623,544311,2777143,1880047,1461161,1974224,2347898,478437,2427430,82811,722202,1132346,550485,879243,1740723,2604368,582406,2511193,151581,664197,1209482,971517,340460,48723,515747,227515,1099122,775457,2685995,1947556,2128121,1288384,1707227,2058971,1111403,1693146,2017702,1300336,321650,2091601,923447,17036,2294865,816544,457095,1380757,1701055,2790833,2255814,1785728,2743770,1341088,2050030,1297253,2365017,1062860,104506,127082,1085461,697032,2782709,1444499,1449582,533057,1174946,136266,1729619,1242232,2754749,1080585,1535154,902086,1770768,2224549,1180883,919217,1385441,2386163,3979,2515876,741227,2562502,1821762,2736556,574111,1413757,1830229,605277,1329491,2173858,2404671,1027508,542467,1306718,1375207,2195709,1656734,2695955,56453,2786209,807877,1513047,1812961,1781344,1543276,791037,1439580,1525414,1701955,1690296,2513686,1473160,2585659,1078812,1640140,725053,995230,107445,1306799,1146742,1371973,137892,2746476,2545259,1214123,2160762,595078,1205328,290404,2052138,1259215,2362623,1898299,1437342,2766078,851931,1838586,2722009,2515321,2135417,708853,1202915,716286,1134136,735822,2197126,1552324
1706	84762,2384010,1504236,1932708,1326760,1377329,722304,158547,2561054,1539732,1538241,793561,1169599,441804,1748766,2392750,1583944,2336703,233541,2170970,460800,831433,733882,172707,478850,1475956,707867,1620814,341593,2832626,1029027,2800646,2028911,2155440,2366596,1169570,2049692,92546,606746,296814,889974,1512090,1488839,2398148,2410671,2691845,1427054,1805957,799739,2760694,1093994,1835594,863079,1991035,2216548,2341377,1309348,507654,317396,1527057,160133,2116292,1635764,1402732,1632304,1944072,2640880,622541,1592696,973057,1871553,1527315,256174,213033,1523591,1273708,296210,246768,2383550,1965146,2434649,2696413,9695,233054,2684558,499967,452328,2111261,1475348,5157,1690510,1432625,1270277,2244307,2604994,353384,1247005,1540820,2333638,720547,1215224,2049523,912948,923132,1408344,2724411,337756,899503,2152919,215640,412239,1697565,2108722,2739813,1975661,2432566,2186621,591411,1647513,2078763,1738731,866432,767863,2055541,1413501,1891261,2394379,406312,259644,2609799,2247263,2478619,256395,1387359,1913237,938690,2435913,2443020,1457666,1192562,1311154,25954,2816503,1737869,2709751,1592540,344616,739198,822324,610182,690344,831797,578503,1240022,962784,1998462,128361,2522760,1689499,1408424,1794070,1436015,2280474,274239,910827,1634117,2481132,2055458,646572,2071032,830365,2263277,796316,2624589,776202,2494260,283543,1626687,1971768,2282793,279296,1165036,1153962,1335543,2010691,1229775,2027264,1715198,521459,1552003,1127386,2085676,769299,1157747,1520462,290155,1040567,956765,371352,1419410,423556,2062809,1476462,2599909,200840,598841,1698230,2103715,2826607,902697,2412779,733777,1249367,1985823,2521842,1292907,909771,1523343,793276,158865,955442
1722	
1776	1084942,1713971,2485951,41674,1004270,324977,552966,2134931,1818999,2099131,1077063,270297,1408337,1762776,1684409,531263,447416,2118931,2031839,2403383,876814,2197392,2004404,848560,21529,941056,434640,2632669,1581731,1485241,138008,82600,2819335,2576662,1352277,2799593,184995,1295082,481217,2376468,1735637,2424558,2052083,1413940,761959,1982334,397793,2691612,1311546,363823,1950304,187870,854619,2808931,1794852,1200751,701455,250414,2791818,283312,279514,1414361,2752640,968664,205493,2605279,2452819,1643539,1120991,2265091,2184963,2617966,2526149,1156340,1160509,1646385,473851,712020,1114327,743663,1425048,1067997,377240,555952,1130892,573099,1105830,1572811,783796,1058425,1597795,1483602,2702428,1360837,2188534,1345401,907620,1142122,1094340,898379
1786	2489439,2289358,1431225,494767,2029343,1734405,1683468,2330792,2489305,2584167,2155905,1096690,25081,762355
1797	1128823,1778899,1892298,1892294,892273,2501102,295496,2744085,1882071,518020,249295,1052870,503579,2757029,381680,865213,275008,2035373,1881679,550393,2628953,356145,1337011,2079505,424584,2558698,2071990,2689334,2032733,297216,1597328,932716,1851743,1961798,325839,2641530,740478,1257751,2236841,272944,2505399,2747975,38471,2771370,195046,1803132,2242681,792181,1871903,731964,1371223,2798734,145633,886856,900517,2289286,855767,132451,2019293,392411,2061125,78221,1144769,2798431,344184,472442,393210,2462948,2522385,2790015,805099,1201865,2241001,1754179,381065,1125512,1342452,1623995,1975456,424082,1953519,307198,1181257,2713171,1352518,2535676,2384029,1573378,1075530,2514968,415631,387757,1941787,2460887,1649691,2349200,2183385,1300656,583356,253835,2277958,725540,1241681,1603178,959237,691216,63244,1266591,1516995,734118,2508524,2322150,2715319,2493551,558250,2057641,1641452,401632,499948,2544247,2716161,1572582,2283284,1964245,332604,198586,2407349,2561828,731380,74362,1178197,2148250,1620359,2336519,628833,1369427,2737986,1095031,806754,854042
1804	2594369,1573259,1211336,869462,1731179,1063168,875532,316254,2739079,57606,599775,2415395,432267,435699,736538,2145200,822324,667502,1287934,600126,2334729,2291823,1874862,2308532,2527479,2709,2573644,665722,1253027,2188112,2091195,1306124,329142,218898,1473368,2082569,2795628,2642011,1304443,254401,1724167,1734621,349860,1318412,14114,1689519,129525,1651484,1398701,40788,1586528,745644,1994915,1390072,152137,720399,954575,2769490,1280989,187763,575386,2392422,1607010,45593,707826,1802681,927548,632280,1820386,1630608,1670840,669754,2482918,1284521,2774426,549757,1376358,1042731,235907,2340871,1539061,105284,736118,236432,1545175,845558,2138704
1824	1019478,370087,2564909,2084232,1249596,574792,1013609,756743,586505,2070025,2147486,569382,530540,89133,2458534,2482805,529611,142677,2341230,1439106,2175186,473374,813931,2421162,1584691,2678585,1575691,2423685,90273,1670443,959288,1160710,967360,2046177,1718910,789007,1074775,2636240,633658,463444,370923,1825973,2448525,361102,2142665,1977075,1691335,375199,2696229,2638368,2277696,182429,615256,993596,2290130,628529,1549598,637360,1145274,1324922,2279215,1629483,2144934,2479005,247157,2778384,1891087,686766,490839,1984190,2391249,1498060,413413,2820400,659029,1872827,1545040,373677,669956,2091760,2567878,717439,1918813,2232791,1551411,2289390,288746,2158051,1889691,1927308,1298894,2395123,1701710,2774152,1822875,1500490,1442211,383227,913568,1240638,1479366,1805498,225787,816726,807895,2233921,1905245,1159598,596139,2112937,2003774,360899,773505,1988156,2483250,1572621,891013,1623369,1952664,2301891,1627332,61326,2385744,1085642,815566,1840486,1007856,2246863,1102585,2740617,80039,1154527,1116869,2688939,31606,2171468,2823526,2120621,2731857,1118819,83249,718148,2151275,1411372,404142,1402023,2513439,1703396,815806,2534274,2171795,1536639,1920483,154054,260836,2570887,2819657,2210942,1548845,168654,1179538,2323791,197913,1322390,2782425,715165,1239171,1992475,940519,527974,1454940,940510,1911402,717867,1419249,2531612,832427,1801735,1039791,1969470,619127,39037,248724,468668,947104,826680,1387484,1566618,2821373,2437781,492309,322487
1841	2243516,2517559,298167,1321940,777045,952820,896826,939076,2405019,1184959,1537518,2430495,2303628,2015461,184263,1973158,397730,331781,1808086,1284498,824017,230541,1785962,1714529,2702605,1672689,827453,2656791,1026192,33156,1915456,1535067,963106,2029457,393798,225457,2390773,343312,2480945,753532,1447886,344039,1337174,2381352,2521499,765258,773643,1896256,1313216,1364137,1455637,2130271,2482712,518005,2567306,538840,2803,1991702,938400,2188477,1854014,800701,2486917,2038062,2117279,801315,1812974,2222760,1547001,143036,1293922,1006240,1769821,2127784,2481003,1795978,1297333,1828829,2500570,446075,1176021,2604903,1295406,1598840,693191,2411038,71767,1404605,1622819,1718967,2149654,2479516,874730,2815236,1199,2377522,676621,208873,679819,396722,690500,2548524,243718,100333,2679492,2318709,2189861,2064573,252426,256013,2163319,515910,1379137,149462,1879304,619398,1570507,1669933,1394626,274240,170028,1456,11647,2638635,2597706,1394656,1207374,764972,2164312,2576226,1085212,664642,263276,2278374,2829559,2173966,2122606,2597959,1301147,2504018,1102803,76118,765522,872034,1315025,2644144,1282593,939278,950327,1589181,2760908,2704002,1616599,617331,1398047,2159160,101678,918934,2120123,114694,1108138,132018,2262955,2374436,1173422,46847,1619361,2213881,1736240,2035808,1465364,1620251,2383679,2646566,2329291,1003796,2314659,1674639,2448256,336834,1282783,2621518,1850502,47013,740608,1912711,603389,365070,159643,1876064,2670529,218450,2451103,211036,1211653,515002,898789,66775,1057571,110905,1771575,2257266,154770,1944921,2693334,788648,1512860,2794522,309987,2150975,1390760,1058817,1354734,2292735,286590,1717376
1858	
1861	
1865	2296883,2225881,1947454,1010047,2382271,2446168,110276,1816880,1908915,2113646,1669539,1769473,848103,2156927,1854318,2299396,802976,1072165,1303903,972816,1648843,2272866,1461032,586333,2019957,10602,1194401,1512559,1457460,1756675,927144,1170420,2753506,1382102,1753441,2248677,869995,2576247,784375,2194128,2744449,1671953,13374,1780682,1363769,2771001,2523430,1681612,2579012,222802,1099354,1621774,2573418,1780765,518858,1702800,2596754,1796843,1216551,261622,1310789,2707178,1577639,2487866,10704,422981,2006151,2205417,113527,965473,2234591,157223,533677,1724,624809,1409732,222354,1607574,1372897,673996,899398,116674,1700608,1310252,2530759,682336,2340652,1223570,1490841,1245314,415745,2302041,870939,2071226,2579612,475534,2026913,2182821,2087392,1543023,2064573,2319949,479000,29509,1159752,788450,1088611,1368111,663717,85204,556551,1851752,1576912,2598808,1304119,228974,1025662,1692898,2668811,2631485,1363688,811992,310619,2643688,393783,26026,1694391,2050030,215618,1061671,1805722,45553,559194,541049,488713,251650,2536680,1343575,1388286,2456146,2282438,242981,2012161,2660436,536258,1293260,1793806,1995359,1259152,998718,2317765,1875433,1069584,782124,1041365,2333513,2507993,2715964,441835,2317841,1447488,2372791,2387400,1472619,2110262,1963738,847050,1698238,2114782,1921411,2152621,904719,904714,1209308,2054301,2550534,1238159,1158824,1977351,60142,759765,2236842,2215705,2602533,1570178,2498948,2952,2033996,575246,2333955,917190,2258376,2672248,817955,150035,933356,1728615,1252199,1315899,842033,2545341,582838,1304982,2313341,673782,1047145,167235,2096249,2041553,2796781,1658793,1033073,1912709,460268,1105122,1501439,1495932,298497,1865513,2035372,2676773,9780,1758822,825686,2398410,9784,1086947,584494,1697778,975591,1202010,2329296,1943581,83928
1869	1110103,388904,1340856,1376447,2065440,2827125,1209757,40367,1604077,2373806,32294,919338,2808650,2065842,1173535,1910780,1847809,445358,1855603,433440,2156442,479826,4741,2594572,515837,857638,2785427,2403093,2571615,2162645,890168,1955578,724867,2299904,144454,1021512,153132,794235,1106838,2706357,505063,271176,257350,1078325,1394224,1034095,1079854,2540484,2496427,138945,821550,2666739,368755,752985,699006,387593,1186979,756197,1993661,1643516,2471979,1866716,901833,836904,1944493,873861,2544247,2317224,521193,215250,390309,651533,1454247,1279698,1163781,406848,1135348,1079601,2490488,2434217,145396,1549598,2184430,2651543,2250454,2457598,1666604,876793,2528015,807098,595045,374754,1513499,211365,1416091,1183354,1952304,300152,2282689,2418691,1894914,2798189,2401164,1957066,824509,555502,2391900,400358,146321,1767611,1095635,1158232,1020130,2143603,2326210,2166221,776110,1328762,1024965,2458295,1157944,280012,374796,1807457,307099,1122477,1678058,1354797,1062860,963411,2487963,1955648,104512,2372791,359818,580986,1361782,1190153,1265240,1828829,1476462,1418560,1852404,1127383,691782,2671191,636791,227352,720547,1531221,117908,18913,2750093,358784,1231584,200844,325978,1794070,828836,615931,2749683,2724411,2826607,2580802,2553665,1267143,2155886,2079505,2412779,1155032,1953428,2158359,1985823,616365,1898821,661650,1626687,337756,1566790,909771,837384,2743901,1892458,422328,257852,1218237,2242688,1023955,1871909,2500570,2284072,2209124,201996,591411,696251,145633,1594731,2202052,147093,849552,2753582,120689,897094,2147112,2016183,1822004,2227412,735186
1907	580796,2425316,961357,1099664,856986,992182,2714187,2527401,1470906,1022685,2364350,678016,887776,1326355,2806157,381401,2780961,2343096,1962722,69721,96542,540867,172629,102995,1402244,572430,651485,1829238,2738925,662472,1236906,711142,1842372,967520,1958504,1691444,376298,1549454,2813580,553973,1196138,1377502,2366135,1933841,666333,997475,2062094,874345,1829937,1466467,241025,1526835,1977043,156678,60466,25616,276103,292651,609311,665320,856837,41440,2536468,640846,1663466,2766543,1918190,1947966,1834538,1662697,2594397,1988514,676746,2624844,691929,2550607,2031530,434979,2000784,2689545,690657,1640662,529395,2696560,1066987,1834513,2585278,1904269,2781436,2054687,1295884,27515,295496,1632437,1519231,1443205,1690704,1075094,2494180,2783571,2553529,2528781,818280,2716217,70995,598576,1083506,85217,2558698,2220343,156941,277699,1165037,2438587,904262,1661921,1957973,1782827,1443103,79176,2154303,1702279,1570248,2602533,677398,1634860,2758004,1643516,2816103,171850,900514,1078177,1665472,1489280,1434052,1503620,985243,1944493,1263450,1944497,1174360,1383928,306428,1610614,2455252,245515,34636,697407,2525655,669956,1071527,1199923,2054458,2301330,696198,2351591,2050225,2568,756129,661943,1716299,1880155,93026,2101427,824736,860478,116208,1905134,1557652,1015395,2784289,1984752,1505327,1331368,712435,2013210,2458174,635335,1450716,590795,2147296,2539229,2550711,2659197,1928262,2463409,1971628,206528,1347100,718807,969314,886832,284151,681867,1345204,2553531,2183286,2488252,1059867,2215581,2811567,2533472,397726,1477805,1179714,2711809,1462558,2067091,874051,309217,1087305,863732,882164,2417312,1725678,2253464,1143599,1329697,1554315,836266,316684,339682,596006,552382,376312,1775336,1418055,2341643,2355206,1734623,577407,1713475,87648,1780294,1406448,147093
1971	2698694,1244427,600566
1982	597546,381684,2095116,562376,1807370,1232218,2276727,939857,1241593,2572711,2009858,2144669,171188,718556,55251,2269149,989598,715684,1506296,2500645,278126,2606949,2788488,1843401,1016760,1316334,454713,2067348,1838287,2023285,467347,1276283,2152894,2027158,354774,1214375,784181,1248738,1851125,1079298,2087469,183375,650699,392128,2078999,1236426,2629585,2703241,71836,718371,2423464,262977,42101,413203,364185,2326745,72341,2284397,925223,827235,2138184,2607714,1368708,2232640,2206939,2544495,2553883,1391837,1754028,441284,1015156,2775708,2110265,551824,653008,2144574,1101144,399365,1993954,2583611,518027,2634998,468070,2712449,1125536,1947641,2286459,228799,1658107,896357,2539061,2520439,2190108,2189615,2682376,1283855,1083508,2172176,644674,2169816,1485168,1866671,17062,2090569,2438813,1094345,1058429,545537,2132760,771755,1300177,126957,1844862,2061126,121671,1884809,2525098,1879075,665188,159225,1823530,269981,147116,718904,1336210,521459,2277437,1488675,1614810,2236849,909770,1227136,2605619,2662079,1287155,1475345,952525,162125,2093466,2008892,240780,2131442,1113599,2647190,1038587
1987	1876970,2217727,2248430,2059127,228825,662887,290392,196647,1438606,274875,1624751,1495710,1490840,2052751,2266599,306192,774668,2368068,2507104,1180852,166906,2726878,769126,2726400,77816,2826899,2808874,2356718,608854,2031264,1309012,2448342,1082186,149710,1900074,2735183,815093,332739,235239,1319807,1644985,1283320,1935289,2271480,1689005,2441087,482499,1636059,2362905,804684,2489177,2456593,1477447,1722050,78101,2334756,2791818,1441520,2440941,2026219,206251,1775103,258292,1121036,2551242,116401,1175430,307669,1576705,2229141,133490,2487559,1351068,167289,1667949,2523181,737460,1382542,2376862
1989	850137,777399,1794984,616355,1404301,1883829,104560
2009	2054687,616368,521557,2608841,1405406,436652,1383886,2279326,2108722,2438036,25953,1356051,569326,2179631,2691236,1137996,98442,264960,2633391,60289,2066792,2012797,2499593,1587418,1498555,2635278,2097601,186278,2671554,2432766,541542,2039277,152977,1449314,2360308,559711,1200234,902675,558010,441639,403536,1189801,2653203,637245,1870130,1861872,85584,2200061,1966818,1342396,306564,533036,1072462,1801086,963106,2481673,934198,63982,742790,288247,1671953,2528246,1625702,1478897,888317,2139306,1288743,857699,1325887,1087457,500361,1431543,2475733,753720,2615883,2733021,2093175,2323315,2365786,2254327,1292907,2695792,1855915,1446220,228825,1701055,2301713,1668899,161931,55251,2614508,2500645,1787136,2390901,2198818,721704,1713629,586409,2133231,445463,2648352,2689168,2293779,1815097,1847995,1242226,760040,2639150,2581442,2093187,1587529,1484147,292569,2386837,2625094,71061,281594,755217,715999,1749923,1278535,110222,784181,2559557,2317334,1377831,2713304,368689,803093,1027211,367635,2284864,1127427,79066,1322435,1434053,500090,2525205,787976,1762322,430949,2565177,799915,677589,257053,1710096,2745265,81952,1370946,502267,2501914,2483421
2033	2692099,1992803,252421,1412721,2628190,164885,1605082,2439468,1405153,725959,1322706,606667,624927,1416157,2714114,2792817,2683519,278910,477699,2715834,2162870,1223145,541738,10152,2358908,2396532,583282,1013910,2318094,1756743,2269981,165391,876543,624774,2456024,2288885,85707,297213,2238396,735431,2004154,1250488,1111100,332445,1521290,1536475,1466418,2467456,1151789,912679,1857115,496653,954693,350056,2009453,2586994,2303289,2707776,734652,1691915,32344,979692,157452,675660,2730930,896568,1715801,2568004,2037376,143777,1080429,610182,5157,167695,923132,2152919,1590100,938690,406312,1387359,1913237,2744451,1194966,2369588,2341318,255865,893258,290457,1966681,417271,2314659,2401290,2174491,1675628,771237,1793915,1278426,1499526,118359,132132,460050,2326353,2095263,387448,2235447,2454579,2496977,1517250,2237340,390301,2199037,1979144,61578,858805,592231,1853124,846366,801274,214082,868747,2785503,1527315,1888846,2471017,644279,1531661,679819,215604,8264,2544223,2744805,2389747,642340,1005572,2818682,1242074,724387,2495849,450418,1470908,87965,1741117,564254,357433,795297,2145307,2790837,828369,2358848,1487717,1402355,1808443,362576
2090	
2096	920557,2308451,855513,2214512,1106446,2205005,1302352,1739860,2086041,2459765,1536057,2339046,1365562,1767166,738550,440024,2227412,2016534,1017880,16749,391531,2597298,1809789,771673,784129,2683812,1957124,52422,914055,1794159,716130,1606043,486138,615112,1172841,570760,337769,1687958,2270005,2363760,1960309,1466888,373846,9870,406612,2208035,2369560,1596914,123350,2237219,1766545,2039354,1563193,1892433,1256190,974648,1566427,1977867,406787,151399,2831674,2492572,2241425,2316746,2263231,732087,2315527,2525734,1761269,1627011,1853051,2162439,1400127,1473241,217440,894565,2554785,2466755,2259176,148278,1847551,258522,2590993,2150764,1724995,1271536,1261868,1876412,1539064,119027,2738653,1986129,1599094,1652130,139291,1841000,2604307,473999,502770,2677322,482499,1970630,2749339,674710,781449,1535926,225915,929795,1513565,2459498,166153,2563373,2060564,2276245,402682,606787,2516098,1739576,771646,2681918,1150231,1728951,2634283,914967,2811645,336198,1261382,2725959,489640,785854,301366,2637546,2138618,247849,809268,2204226,2333390,990503,1504386,1352651,1122490,1615047,1706847,549039,1655429,2164232,1915772,2321411,2493069,917456,40627,1175520,1986529,2187637,2379661,323907,383035,408729,1464898,2534968,752066,1018198,1489385,1133198,181210,2550514,1433986,835285,2756753,1288591,741088,2523773,2414608,2146379,2415751,968664,1345613,365319,596542,999258,2003725,308378,1128487,307415,981583,76545,2774457,617452,2768930,2339370,292495,788400,2472344,2663500,1840018,1432859,1176698,1994870,1805878,952783,497974,946726,1431549,1828829,2697168,591042,857688,2671191,903733,211381,1452321,1451971,781968,2190105,1267143,578232,2731078,1976118,75105,2341189,13438,1036977,814305,473618,1566790,1733324,1319352,880241,732344,778170,2500570,47670,715523,2446418,2745955,446075,1274443,1403611,2348249,1902832,2668724,2339834,2217799,889974,1295406,1176021,2406008,3218,445995,868804,2250379,618205,2247419,691870,1598840,691271,1498422,164737,2512871,65598,1309786,350471,651916,655531,2621518,2119207,2768590,688125,712659,525562,2183636,2428781,1598850,805705,294862,693191,2050766,1011142,1976529,2106988,2517332
2113	1940274,151160,2494455,2340664,1205137,1515321,885234,1425638,1594458,1685833,1939393,1106287,2191306,541653,1216933,474489,2163647,327857,2421003,1753231,1321336,2153990,114135,1205847,595231,1676871,232896,440398,2265724,6874,1267468,1419511,2661056,2451877,771605,102846,2834604,46660,2226557,855154,2277341,321624,1498066,757459,1919495,604974,10455,666103,2682612,580180,873095,550835,1357567,2066296,1761009,547609,2766862,2501783,65416,517661,506784,334714,1882077,1945180,2158465,1188312,154557,1820501,1242630,774643,195828,1022618,770749,2528210,14141,1798684,1190640,2672900,819496,1014924,562726,397462,307565,1904255,1663225,1577452,1457434,166684,997299,1219167,2441270,637124,792238,1639401,2668302,1653952,1006301,1386881,470078,1279857,279549,745606,179761,124290,224133,955626,260620,2480410,436074,1672416,429979,2674066,898531,1066113,1052097,541380,956619,854053,2667754,2607419,146814,2545867,1000122,1960757,1351210,2257319,1952580
2124	2480031,2720519,742672,2408110,2261187,1579405,680216,722921,1527916,189345,2124874,971689,1294609,94929,1859574,1115258,1414484,711199,1160836,998828,2094945,1768003,1550725,730121,1679355,511961
2126	661340,880885,1073061,766739,2578208,1480609,989702,2655126,2250560,2692445,1284634,1745241,875776,632945,886180,2639256,174703,1600067,508949,1369648,1113531,1483617,703251,32874,2162681,2777356,2408780,1594310,2462548,2630719,2429133,1303843,2111745,1148993,1031231,266711,2182044,1294513,2674441,1090265,7904,2325939,1669066,1366814,2385371,586315,1416155,419460,2703302,2753284,2588690,1020159,1067454,318858,1694248,1250122,1247421,1495407,1703758,2334377,309488,2768972,279917,1148963,2747369,2208962,1390041,1173583,844241,404217,1974223,921784,773851,2413792,2239941,2445879,2384344
2127	2089110,187953,1133749,2627948,2657272,2777218,2736704,2291893,1836089,1518076,1092038,60593,951954,2753678,1044436,1200888,2204397,1934849,901787,1094407,432316,2028941,1022079,960326,2029310,414607,1115678,1055191,1513774,371643,1104542,1396300,2610843,2714284,612365,2477642,1275725,2792418,2547030,2210274,2134197,1382760,1278634,1605275,1776645,2289116,1222365,2628493,1651015,1510084,120847,2738927,1177852,2470407,1391928,265530,2799500,2144015,2418300,997344,536328,2436844,2703786,10493,1073986,1890837,218476,1753115,1660441,775205,2171431,609401,1545600,629550,2187253,297437,2306090,1355672,1531211,1242508,168994,203318,374222,1394912,2828811,1852617,214140,2754086,1114153,2577995,1905925,1224748,2645350,135566,1934412,460345,971547,733343,1017914,882634,755246,2774157,1922087
2158	
